IDCode,Property Date,AgentData.Name,Cabang,Province.Title,LocationData.Title,Area.Title,Address,Type,Transaction,LT,LB,KT,KM,PriceFormat,Status Property,Certificate,Judul,Air,Listrik,Tipe Listing,Deskripsi
231023-BRPI00069,5/23/23 14:18,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,ROYAL RESIDENCE CLUSTER SERENADE,Rumah,Sewa,50,65,2,1,"43,000,000",Sold,Lain-lain,RUMAH ROYAL RESIDENCE CLUSTER SERENADE SURABAYA ,PDAM,2200,OPEN,"(SEWA) RUMAH ROYAL RESIDENCE CLUSTER SERENADE SURABAYA

LT: 50

LB: 65

DIMENSI: 5X10 

KT: 2

KM: 1 

AIR: PDAM

- 2 LANTAI

- RUMAH SUDAH RENOV POSISI DAPUR DIBELAKANG

- WATER HEATER

- KITCHEN SET 

- KOMPOR TANAM + EXHAUST MODENA 

- AC 3 (KAMAR TIDUR,RUANG TAMU) 

- TV 

- SOFA 

- KULKAS 

- TANDON ATAS 

- POMPA AIR 

- SPRINGBED, LEMARI PAKAIAN 

- GORDYN 

- CARPORT 

- DRY AREA RUMAH SANGAT TERAWAT - SEWA MINIM 1 THN 

HARGA: 43JT/TH"
221023-BRPI00151,5/22/23 14:15,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Tidar,GUNAWANGSA TIDAR TOWER A,Apartment,Jual,41,41,2,1,"485,000,000",Sale,PPJB,APARTEMEN GUNAWANGSA TIDAR TOWER A SURABAYA ,PAM,2200,OPEN,"(JUAL) APARTEMEN GUNAWANGSA TIDAR TOWER A SURABAYA

LT: 41

LB: 41 

KT: 2

KM: 1 

AIR: PAM

SERTIFIKAT: PPJB

- VIEW CITY

- FULL FURNISHED

- FURNISHED BARU

HARGA: 485JT"
221023-BRPI00149,5/22/23 14:11,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Tegalsari,JALAN TEGALSARI,Gedung,JualSewa,900,933,0,6,"107,500,000,000",Sale,HGB,GEDUNG STRATEGIS EX RESTAURAN JL TEGALSARI SURABAYA,PDAM,53000,OPEN,"(JUAL/SEWA) GEDUNG EX RESTAURANT JL TEGALSARI SURABAYA

LT: 900

LB: 933

HADAP: SELATAN

LISTRIK: 53.000VA

AIR: PDAM

SERTIFIKAT: HGB

- 3 LANTAI

- LUAS LANTAI 1 : 168M2 

- LUAS LANTAI 2 : 240M2

- LUAS LANTAI 3 : 525M2

- KITCHEN & CORRIDOR DI TIAP LANTAI

- TOILET PRIA & WANITA DI TIAP LANTAI

- OFFICE & MEETING ROOM DI LANTAI 2

- PANTRY & WINE CELLAR DI LANTAI 1

- LIFT

- EX RESTAURANT

- BISA DISEWAKAN ATAU DIUAL FURNISHED ATAU KOSONGAN

HARGA SEWA KOSONGAN: 1.25M/TH

HARGA SEWA FURNISHED: 1.5M/TH

HARGA JUAL KOSONGAN: 100M

HARGA JUAL FURNISHED: 107.5M"
221023-BRPI00150,5/22/23 14:08,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dharma Husada,DHARMAHUSADA INDAH TENGAH III,Rumah,Sewa,312,312,3,3,"100,000,000",Sale,SHM,RUMAH DHARMAHUSADA INDAH TENGAH SURABAYA ,PDAM,2200,OPEN,"(SEWA) RUMAH DHARMAHUSADA INDAH TENGAH SURABAYA

LT: 312

LB: 312 

KT: 3

KM: 3

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- SEMI FURNISHED

- KITCHEN

- CARPORT + GARAGE  (MUAT 2 MOBIL)

- FRONT YEAR + BACK YARD

- BISA SEWA 1TH

HARGA: 100JT/TH"
201023-BRPI00038,5/20/23 11:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon City,EDUCITY TOWER PRINCETON,Apartment,JualSewa,56,56,2,1,"850,000,000",Sale,Lain-lain,APARTEMEN EDUCITY TOWER PRINCETON SURABAYA ,PAM,2200,OPEN,"(JUAL/SEWA) APARTEMEN EDUCITY TOWER PRINCETON SURABAYA

LT: 56

LB: 56 

KT: 2

KM: 1 

LISTRIK: 2200WATT 

AIR: PAM

SERTIFIKAT: STRATA TITLE

- VIEW SURAMADU/CITY

- FULL FURNISHED

HARGA SEWA: 35JT/TH

HARGA JUAL: 850JT  "
201023-BRPI00036,5/20/23 11:43,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sambikerep,PERUM TAMAN BOUNGENVILLE JL JELIDRO TAMA,Rumah,Jual,110,200,5,3,"1,650,000,000",Sale,SHM,RUMAH PERUM TAMAN BOUNGENVILLE JL JELIDRO TAMA SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH PERUM TAMAN BOUNGENVILLE JL JELIDRO TAMA SURABAYA

LT: 110

LB: 200 

KT: 5

KM: 3

HADAP: BARAT 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM+IMB

- 2 LANTAI

- CARPORT

- CANOPY 

HARGA: 1.65M NEGO"
191023-BRPI00123,5/19/23 16:16,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,ROYAL RESIDENCE CLUSTER HAREWOOD,Rumah,Jual,204,125,3+1,2+2,"3,700,000,000",Sale,SHM,RUMAH ROYAL RESIDENCE CLUSTER HAREWOOD SURABAYA ,PDAM,3500,OPEN,"(JUAL) RUMAH ROYAL RESIDENCE CLUSTER HAREWOOD SURABAYA

LT: 204

LB: 125

DIMENSI: 9X22 

KT: 3+1

KM: 2+2

HADAP: UTARA

LISTRIK: 3500WATT 

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

HARGA: 3.7M"
191023-BRPI00119,5/19/23 16:10,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Tenggilis Mejoyo,TENGGILIS TENGAH II,Rumah,Jual,337,450,8+1,4+1,"5,000,000,000",Sale,SHM,RUMAH TENGGILIS TENGAH SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH TENGGILIS TENGAH SURABAYA

LT: 337.5 

LB: 450

DIMENSI: 13.5X25

KT: 8+1

KM: 4+1

HADAP: UTARA 

AIR: PDAM

SERTIFIKAT: SHM+IMB

- 2 LANTAI

- 2 KM DALAM KT

- DAPUR

- TAMAN DEPAN

- GARASI DAN CARPORT

- ROW JALAN 3 MOBIL

- DEKAT DENGAN SUPER INDO SWALAYAN DAN BANYAK FASILITAS PUBLIK

HARGA: 5M"
191023-BRPI00115,5/19/23 16:02,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kebraon,KEBRAON INDAH PERMAI,Rumah,Jual,124,70,2,1,"1,000,000,000",Sale,HGB,RUMAH KEBRAON INDAH PERMAI SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH KEBRAON INDAH PERMAI SURABAYA

LT: 124

LB: 70

KT: 2

KM: 1

HADAP: TIMUR 

AIR: PDAM

SERTIFIKAT: HGB

- 2 LANTAI 

- KOSONGAN

HARGA: 1M"
191023-BRPI00005,5/19/23 8:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakal,CITRALAND NORTHWEST PARK,Rumah,Sewa,72,46,2,1,"20,000,000",Sold,Lain-lain,Baru Northwest Park,water treatment,2200,OPEN,"NORTHWEST PARK BARU GRESS BELUM PERNAH D TEMPATI

1 LT

2KT

1KM

2200 WATT

HADAP SELATAN

HARGA SEWA 20 JT/THN (MIN 2 TH)

SEWA 2 THN BISA NEGO BANYAK"
171023-BRPI00110,5/17/23 15:19,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kutisari,KUTISARI INDAH BARAT,Rumah,Jual,198,360,7,4,"2,700,000,000",Sale,SHM,RUMAH KUTISARI INDAH BARAT SURABAYA,PDAM,16500,OPEN,"(JUAL) RUMAH KUTISARI INDAH BARAT SURABAYA

LT: 198

LB: 360

DIMENSI: 8X24.75 

KT: 7

KM: 4

HADAP: TIMUR 

LISTRIK: 2200WATT + 16.000WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2.5 LANTAI

- KOLAM RENANG ANAK 2X3, TAMAN, KANOPI

- SEMI FURNISHED 

- KITCHEN SET LT 1 DAN LT 2

- CARPORT 2 MOBIL

HARGA: 2.7M"
171023-BRPI00106,5/17/23 14:58,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,WISMA MENANGGAL,Rumah,Jual,165,300,4+2,4,"3,300,000,000",Sale,SHM,RUMAH WISMA MENANGGAL SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH WISMA MENANGGAL SURABAYA

LT: 165

LB: 300 

KT: 4+2

KM: 4

AIR: PDAM

SERTIFIKAT: SHM

- 2.5 LANTAI

- CARPORT DAN GARASI

- ADA TEMPAT CUCI BAI DI LANTAI 3

- ROW JALAN 3 MOBIL

- SEBERANG SMA 15 SURABAYA

HARGA: 3.3M"
161023-BRPI00223,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Basuki Rachmat,THE PEAK RESIDENCE TUNJUNGAN PLAZA,Apartment,Jual,87,77,2,2,"3,900,000,000",Sale,Lain-lain,APARTEMEN THE PEAK RESIDENCE TUNJUNGAN PLAZA SURABAYA,PDAM,5500,OPEN,"(JUAL) APARTEMEN THE PEAK RESIDENCE TUNJUNGAN PLAZA SURABAYA

LT: 87

LB: 77

KT: 2

KM: 2 

LISTRIK: 6000WATT

AIR: PDAM

SERTIFIKAT:  STRATA TITLE

- VIEW SURAMADU

- FULL FURNISHED, FULL SET KAMAR TIDUR

- RUANG TAMU, KITCHEN SET, TERAS FULL 1 X8

- BANGUNAN DIATAS TP5

- 3 UNIT AC, 1 UNIT WATER HEATER

- TV, BATHTUBE

- FASILITAS UMUM APARTEMEN (KOLAM RENANG, GYM, PLAYGROUND, PERPUSTAKAAN)

HARGA: 3.9M (NEGO TIPIS)"
161023-BRPI00222,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,GUNUNG SARI INDAH,Rumah,Jual,96,96,2,2,"1,200,000,000",Sale,SHM,RUMAH PERUM GUNUNG SARI INDAH SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH PERUMAHAN GUNUNG SARI INDAH SURABAYA

LT: 96

LB: 96

DIMENSI: 6X16

KT: 2

KM: 2

HADAP: TIMUR

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- LOKASI STRATEGIS

HARGA: 1.2M (NEGO TIPIS)"
161023-BRPI00220,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wonokromo,JL RAYA SERAYU,Rumah,Jual,1225,500,6,6,"38,000,000,000",Sale,SHM,RUMAH HOOK 0 JALAN RAYA SERAYU SURABAYA,PDAM,5500,OPEN,"(JUAL) RUMAH HOOK 0 JALAN RAYA SERAYU SURABAYA

LT: 1225

LB: 500

KT: 6

KM: 6

HADAP: TIMUR DAN UTARA

LISTRIK: 5500WATT (LANTAI BAWAH) DAN 2200WATT (LANTAI ATAS)

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- GUDANG

- LINE TELFON

- 0 JALAN RAYA

- DEKAT DENGAN JALAN BENGAWAN, JALAN RAYA DARMO

- DEKAT DENGAN BANYAK FASILITAS PUBLIK DAN UMUM

HARGA: 38M (NEGO TIPIS)"
161023-BRPI00219,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,LA RIZ MANSION,Apartment,Sewa,39,39,1,1,"85,000,000",Sale,Lain-lain,APARTEMEN LA RIZ MANSION SURABAYA,PAM,1300,OPEN,"(SEWA) APARTEMEN LA RIZ MANSION SURABAYA (TIPE STUDIO)

LT: 39

LB: 39

KT: 1 (TIPE STUDIO)

KM: 1 

AIR: PAM

- TIPE STUDIO

- FULL FURNISHED (QUEEN BED, MEJA KURSI, KURSI MEJA, REFRIGERATOR, MICROWAVE, SINK, WATER HEATER, TV DAN KULKAS)

- FASILITAS UMUM APARTEMEN (GYM, SWIMMING POOL, SKYGARDEN, LIBRARY, 24HR SECURITY, PARKING)

- PRIVATE ACCESS CARD

- MODERN CLASSIC FURNITURE

- HARGA SUDAH TERMASUK SERVICE CHARGE

- AKSES MUDAH KE PAKUWON MALL

HARGA: 85JT/TH (NEGO TIPIS)"
161023-BRPI00218,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Menganti,PERUM PURI SAFIRA MENGANTI,Rumah,Jual,144,144,4,2,"1,200,000,000",Sale,SHM,RUMAH PERUM PURI SAFIRA MENGANTI,PDAM,2200,OPEN,"(JUAL) RUMAH PERUMAHAN PURI SAFIRA MENGANTI

LT: 144

LB: 144

KT: 4

KM: 2

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- GARASI

- ROW JALAN LEBAR

HARGA: 1.2M (NEGO TIPIS)"
161023-BRPI00216,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,JL GOLF,Ruko,Jual,124,280,	-,2,"2,900,000,000",Sale,HGB,"RUKO AREA YANI GOLF JOGOLOYO, JL GOLF SURABAYA",,1300,OPEN,"(JUAL) RUKO AREA YANI GOLF, JOGOLOYO, JALAN GOLF SURABAYA

LT: 124

LB: 280

KM: 2

SERTIFIKAT: HGB

- 3.5 LANTAI

- ADA PARTISI DAN TANGGA 2 AKSES

- BISA UNTUK MEMBUKA 2 USAHA TANPA PERLU MERASA TERGANGGU MASING-MASING

- LOKASI SANGAT STRATEGIS, AREA YANI GOLF GUNUNG SARI, JOGOLOYO SURABAYA

HARGA: 2.9M (NEGO TIPIS)"
161023-BRPI00214,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,ROYAL RESIDENCE GREENWICH,Rumah,Jual,128,160,3+1,2+1,"2,900,000,000",Sale,SHM,RUMAH ROYAL RESIDENCE CLUSTER GREENWICH SURABAYA,,3500,OPEN,"(JUAL) RUMAH ROYAL RESIDENCE CLUSTER GREENWICH SURABAYA

LT: 128

LB: 160

DIMENSI: 8X16

KT: 3+1

KM: 2+1

HADAP: SELATAN

LISTRIK: 3500WATT

SERTIFIKAT: SHM

- 2 LANTAI	

- KOSONGAN

- BANGUNAN BARU

- KEAMANAN ONE GATE SYSTEM

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 2.9M (NEGO TIPIS)"
161023-BRPI00213,5/16/23 18:20,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon City,EDUCITY HARVARD,Apartment,Jual,43,43,2,1,"850,000,000",Sale,HGB,APARTEMEN EDUCITY TOWER HARVARD SURABAYA,PAM,2200,OPEN,"(JUAL) APARTEMEN EDUCITY TOWER HARVARD SURABAYA

LT: 43

LB: 43

KT: 2

KM: 1

LISTRIK: 2500WATT

AIR: PAM

SERTIFIKAT: HGB

- FULL FURNISHED

- FULL INTERIOR MEWAH

- VIEW POOL

HARGA JUAL: 850JT (NEGO TIPIS)"
161023-BRPI00099,5/16/23 14:55,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,KRIS KENCANA SARI BARAT VII,Rumah,Jual,240,160,3+1,1+1,"3,400,000,000",Sale,SHM,RUMAH HITUNG TANAH KRIS KENCANA SARI BARAT SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH HITUNG TANAH KRIS KENCANA SARI BARAT SURABAYA

LT: 240

LB: 160

DIMENSI: 12X20 

KT: 3+1

KM: 1+1

HADAP: TIMUR 

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- KOSONGAN

- 1 GUDANG

- 1 RUANG TAMU

HARGA: 3.4M"
161023-BRPI00097,5/16/23 14:52,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,PUNCAK CBD TOWER A,Apartment,Jual,36,36,2,1,"425,000,000",Sale,PPJB,APARTEMEN PUNCAK CBD TOWER A SURABAYA ,PAM,2200,OPEN,"(JUAL) APARTEMEN PUNCAK CBD TOWER A SURABAYA

LT: 36

LB: 36 

KT: 2

KM: 1 

LISTRIK: 2200WATT 

AIR: PAM

SERTIFIKAT: PPJB

- VIEW KOTA DAN SURAMADU

- KOSONGAN

- READY 2 UNIT

- TIPE 2BR 

HARGA: 425JT / UNIT "
131023-BRPI00057,5/13/23 11:39,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,PRADA PERMAI II,Rumah,Jual,75,135,3+1,3+1,"1,600,000,000",Sale,SHM,RUMAH ON PROGRESS PRADA PERMAI SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH ON PROGRESS PRADA PERMAI II SURABAYA

LT: 75

LB: 135

DIMENSI: 5X15 

KT: 3+1

KM: 3+1

HADAP: UTARA

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- LOKASI AREA MADAM CHANG DARMO PERMAI

- 2 LANTAI

-  KOSONGAN

- ANTI RAYAP

- INSTALASI AC

- POMPA AIR

- TANDON BAWAH

- RUMAH ON PROGRESS 2 UNIT

- SERAH TERIMA NOVEMBER 2023

HARGA: 1.6M NEGO / UNIT"
131023-BRPI00056,5/13/23 11:34,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Kupang,DUKUH KUPANG BARAT,Rumah,Jual,144,144,5,1,"1,100,000,000",Sale,Surat Ijo,RUMAH DUKUH KUPANG BARAT SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH DUKUH KUPANG BARAT SURABAYA

LT: 144

LB: 144

KT: 5

KM: 1

HADAP: TIMUR

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- 1 LANTAI 

- KOSONGAN	

- LOKASI STRATEGIS, DEKAT UWKS, PASAR DAN KANTOR POLISI SERTA FASUM LAINNYA

- COCOK UNTUK BUKA KOS-KOSAN	 ATAU DIGUNAKAN PRIBADI

HARGA: 1.1M NETT"
131023-BRPI00055,5/13/23 11:29,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,GAYUNGSARI TIMUR II,Rumah,Jual,300,370,7,5,"7,000,000,000",Sale,SHM,RUMAH GAYUNGSARI TIMUR SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH GAYUNGSARI TIMUR II SURABAYA

LT: 300

LB: 370 

KT: 7

KM: 5 

LISTRIK: 1300WATT 

AIR: PDAM

SERTIFIKAT: SHM

- 1.5 LANTAI

- KOSONGAN

- LOKASI STRATEGIS

HARGA: 7M"
121023-BRPI00077,5/12/23 14:23,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,GAYUNGSARI,Rumah,Jual,400,350,4+1,3+1,"8,800,000,000",Sale,SHM,RUMAH GAYUNGSARI SURABAYA ,PDAM,1300,OPEN,"(JUAL) RUMAH GAYUNGSARI SURABAYA

LT: 400

LB: 350 

DIMENSI: 16X25

KT: 4+1

KM: 3+1

HADAP: SELATAN 

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- KOSONGAN

- LOKASI STRATEGIS 

- BEBAS BANJIR

- ROW JALAN 15METER

HARGA: 8.8M"
121023-BRPI00076,5/12/23 14:19,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,BENSON,Apartment,Jual,49,49,2,1,"1,300,000,000",Sale,PPJB,APARTEMEN BENSON 2BR VIEW POOL,PAM,1300,OPEN,"(JUAL) APARTEMEN BENSON SURABAYA

LT: 49

LB: 49 

KT: 2

KM: 1 

AIR: PAM

SERTIFIKAT: PPJB

- VIEW POOL

- KOSONGAN

- CONNECTING PAKUWON MALL

HARGA: 1.3M"
121023-BRPI00075,5/12/23 14:12,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Genteng,KAYOON,Ruko,Sewa,65,65,0,1,"60,000,000",Sale,Lain-lain,TEMPAT USAHA KAYOON SURABAYA ,PDAM,1300,OPEN,"(SEWA) TEMPAT USAHA KAYOON SURABAYA

LT: 65

LB: 65 

KM: 1 

AIR: PDAM

- 1 LANTAI

- KOSONGAN

- 2 UNIT AC

- DEKAT DENGAN KANTOR INDOSAT KAYOON

- LOKASI STRATEGIS, COCOK UNTUK MEMBUKA USAHA

HARGA: 60JT/TH (MIN SEWA 3TH)"
121023-BRPI00029,5/12/23 11:10,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Gresik,Menganti,"PURI SAFIRA, CLUSTER CASABLANCA",Rumah,Jual,112,85,2,1,"800,000,000",Sale,SHM,"PURI SAFIRA, CASABLANCA",PDAM,2200,OPEN,"PURI SAFIRA, CLUSTER CASABLANCA, MENGANTI



LT: 112MÂ² (7X16)

LB: 85 MÂ²

KT : 2

KM : 1

SHM

LISTRIK 2200

PDAM + TANDON

HARGA : 800 JT"
121023-BRPI00028,5/12/23 11:00,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Gresik,Menganti,MENGANTI PERMAI,Rumah,Jual,95,70,3,1,"565,000,000",Sale,HGB,MENGANTI PERMAI,water treatment,1300,OPEN,"MENGANTI PERMAI BLOK D



LT : +-95 MÂ²

LB : 70 MÂ²

PONDASI : STROUSS, BETON BERTULANG

RANGKA ATAP : BAJA RINGAN

ATAP : GENTENG BETON FLAT

PLAFON : GPYSUM, DROP DRILLING

LANTAI : GRANITE 60X60

KUSEN, JENDELA ALUMINIUM KACA

WATER HEATER

LISTRIK 1300 WATT

3 KT, 1 KM

SERVICE AREA

CARPORT, MOTOR PORT

HGB

HADAP TIMUR

TANDON TANAM

AIR SUMBER, DI KELOLA DEVELOPER

HARGA 565 JT"
111023-BRPI00057,5/11/23 10:45,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gununganyar,PURIMAS REGENCY,Rumah,Sewa,144,144,2+1,2+1,"50,000,000",Sale,Lain-lain,RUMAH PURIMAS REGENCY SURABAYA,PDAM,3500,OPEN,"(SEWA) RUMAH PURIMAS REGENCY SURABAYA

LT: 144

LB: 144

DIMENSI: 8X18

KT: 2+1

KM: 2+1

HADAP: TIMUR

LISTRIK: 3500WATT

AIR: PDAM

- 1 LANTAI

- BANGUNAN FULL

- PLAFON TINGGI 6-7 METER

- ROW JALAN SANGAT LEBAR: 3 MOBIL (2 ARAH)

- ANTI RAYAP

- 2 AC

- 2 WATER HEATER

- 1 POMPA

- 3 EXHAUST FAN 

- SEMI FURNISHED (LEMARI ANTIK + BARANG2 ANTIK & HIASAN CANTIK, LEMARI PIRING, KITCHEN SET, 1 DIPAN KAYU JATI, 1 SET SOFA TAMU, 1 KURSI SANTAI, GORDEN)

- 1 PESAWAT TELEPON, BEBAS BIAYA

PERAWATAN TAMAN + PUPUK SETIAP BULAN

BEBAS BIAYA PERAWATAN AC BERKALA (SETIAP 2 BULAN)

HARGA: 50JT/TH (MIN SEWA 2TH)"
111023-BRPI00026,5/11/23 8:30,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Mulyosari,RAYA MULYOSARI,Ruko,Jual,1092,1092,0,1,"8,350,000,000",Sale,SHM,RUKO RAYA MULYOSARI CONNECTING RUMAH SUTOREJO SELATAN SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUKO RAYA MULYOSARI DAN RUMAH SUTOREJO SELATAN SURABAYA (MENYAMBUNG, RUKO DEPAN DAN BELAKANGNYA RUMAH)

LT: 1092

LB: 1092

DIMENSI RUKO: 6X27

DIMENSI RUMAH: 8X15 

AIR: PDAM

SERTIFIKAT: SHM (2 SERTIFIKAT)

- 2 LANTAI

- FULL BANGUNAN

- HALAMAN RUKO DISEWA KULINER

- RUKO MENYAMBUNG DENGAN RUMAH DIBELAKANG

- LT RUKO: 972

- LT RUMAH: 120

- TIDAK DIJUAL TERPISAH

- RUKO 0 JL RAYA

HARGA: 8.35M"
111023-BRPI00025,5/11/23 8:25,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,TANGLIN,Apartment,JualSewa,24,24,1,1,"560,000,000",Sale,PPJB,APARTEMEN TANGLIN STUDIO VIEW POOL,PAM,2200,OPEN,"(JUAL/SEWA) APARTEMEN TANGLIN SURABAYA

LT: 24

LB: 24 

KT: 1 (TIPE STUDIO)

KM: 1 

AIR: PAM

SERTIFIKAT: PPJB

- TIPE STUDIO

- VIEW POOL

- FURNISHED

- HARGA BELUM TERMASUK SC IURAN LISTRIK DAN AIR

HARGA SEWA: 40JT/TH NETT 

HARGA JUAL: 560JT NETT"
101023-BRPI00237,5/10/23 16:43,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,TANGLIN,Apartment,JualSewa,29,29,1,1,"630,000,000",Sale,PPJB,APARTEMEN TANGLIN VIEW CITY,PPJB,1300,OPEN,"(JUAL/SEWA) APARTEMEN TANGLIN SURABAYA

LT: 29

LB: 29 

KT: 1 (TIPE STUDIO)

KM: 1 

AIR: PDAM

SERTIFIKAT: PPJB

- TIPE STUDIO

- VIEW CITY

- FURNISHED

- HARGA BELUM TERMASUK SC IURAN LISTRIK DAN AIR

HARGA SEWA: 47JT/TH NETT

HARGA JUAL:  630JT NETT "
091023-BRPI00125,5/9/23 15:00,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,GRIYA BABATAN MUKTI,Rumah,Jual,157,84,3+1,1+1,"2,200,000,000",Sale,SHM,RUMAH GRIYA BABATAN MUKTI SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH GRIYA BABATAN MUKTI SURABAYA

LT: 157

LB: 84

KT: 3+1

KM: 1+1

HADAP: UTARA 

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- KOSONGAN

HARGA: 2.2M NEGO"
091023-BRPI00133,5/9/23 14:56,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,ROYAL RESIDENCE CLUSTER HAREWOOD,Tanah,Jual,124,,,,"1,488,000,000",Sale,HGB,TANAH KAVLING ROYAL RESIDENCE CLUSTER HAREWOOD SURABAYA ,,,OPEN,"(JUAL) TANAH KAVLING ROYAL RESIDENCE CLUSTER HAREWOOD SURABAYA

LT: 124 

DIMENSI: 8X15 

SERTIFIKAT: HGB

-TANAH KAVLING DENGAN UKURAN TERKECIL DI CLUSTER

- SIAP BANGUN

HARGA PER METER: 12JT/M2

HARGA TOTAL: 1.488M

l"
